id	abbrev	charge	formula	mass	name	deltaG
cpd15492_c0	cpd15492_c0	-11	C139H241N2O70P4	0	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2696.21
cpd00238_c0	cpd00238_c0	-2	C7H13O10P	0	Sedoheptulose7-phosphate_c0	-466.34
cpd02886_c0	cpd02886_c0	-2	C31H51N3O19P2	0	UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine_c0	-812.95
cpd11519_c0	cpd11519_c0	-2	C28H53N2O8PRS	0	14-methyl-hexa-decanoyl-ACP_c0	10000000
cpd11502_c0	cpd11502_c0	-1	C20H35N2O8PRS	0	6-methyl-trans-oct-2-enoyl-ACP_c0	10000000
cpd11503_c0	cpd11503_c0	-1	C20H37N2O8PRS	0	6-methyl-octanoyl-ACP_c0	10000000
cpd15489_c0	cpd15489_c0	-7	C145H255N2O74P4	0	inner core oligosaccharide lipid A_c0	-2818.46
cpd00776_c0	cpd00776_c0	0	C30H50O	0	Squalene 2,3-oxide_c0	119.31
cpd01188_c0	cpd01188_c0	0	C30H50O	0	Lanosterol_c0	32.74
cpd00050_c0	cpd00050_c0	-3	C17H18N4O9P	0	FMN_c0	-323.22
cpd11507_c0	cpd11507_c0	-1	C22H41N2O8PRS	0	8-methyl-decanoyl-ACP_c0	10000000
cpd00525_c0	cpd00525_c0	-4	C28H39N5O23P2	0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	-958.02
cpd02964_c0	cpd02964_c0	-4	C35H51N7O26P2	0	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	-1064.55
cpd00063_e0	cpd00063_e0	2	Ca	0	Ca2+_e0	10000000
cpd00760_c0	cpd00760_c0	-4	C26H40N7O17P3S	0	2-Methylbutyryl-CoA_c0	-782.78
cpd01188_e0	cpd01188_e0	0	C30H50O	0	Lanosterol_e0	32.74
cpd15479_c0	cpd15479_c0	-11	C151H261N2O79P4	0	glucosyl-inner core oligosaccharide lipid A_c0	-2976.94
cpd15469_c0	cpd15469_c0	-11	C157H271N2O84P4	0	galactosyl-glucosyl-inner core oligosaccharide lipid A_c0	-3135.42
cpd11606_c0	cpd11606_c0	0	C46H64O2	0	Menaquinone 7_c0	177.97
cpd03494_c0	cpd03494_c0	-4	C87H139N7O23P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	-678.6
cpd11535_c0	cpd11535_c0	-1	C24H43N2O8PRS	0	11-methyl-trans-dodec-2-enoyl-ACP_c0	10000000
cpd00559_c0	cpd00559_c0	0	C30H50	0	Supraene_c0	161.68
cpd15268_c0	cpd15268_c0	-2	C29H55N2O8PRS	0	Octadecanoyl-ACP_c0	10000000
cpd02820_c0	cpd02820_c0	-3	C20H26N3O19P2	0	UDP-N-acetylglucosamine enolpyruvate_c0	-800.68
cpd03831_c0	cpd03831_c0	-2	C17H25N5O16P2	0	ADP-L-glycero-D-manno-heptose_c0	-659.05
cpd15549_c0	cpd15549_c0	-8	C124H219N2O54P3	0	phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2052.98
cpd15488_c0	cpd15488_c0	-8	C131H231N2O60P3	0	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-2247.88
cpd00286_c0	cpd00286_c0	-2	C55H89O4P	0	Undecaprenylphosphate_c0	49.72
cpd02968_c0	cpd02968_c0	-4	C41H61N9O28P2	0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine_c0	-1126.09
cpd03445_c0	cpd03445_c0	0	C46H70O2	0	2-Octaprenyl-6-hydroxyphenol_c0	172.09
cpd03446_c0	cpd03446_c0	0	C47H72O2	0	2-Octaprenyl-6-methoxyphenol_c0	186.74
cpd11510_c0	cpd11510_c0	-1	C24H43N2O8PRS	0	10-methyl-trans-dodec-2-enoyl-ACP_c0	10000000
cpd00793_e0	cpd00793_e0	-1	C12H16N4O4PS	0	Thiamine phosphate_e0	-160.32
cpd02835_c0	cpd02835_c0	-2	C43H75N3O20P2	0	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine_c0	-831.55
cpd03584_c0	cpd03584_c0	-1	C29H50N3O18P2	0	UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine_c0	-783.35
cpd00393_e0	cpd00393_e0	-2	C19H17N7O6	0	Folate_e0	-109.27
cpd15485_c0	cpd15485_c0	-5	C117H211N2O45P2	0	heptosyl-kdo2-lipidA_c0	-1645.58
cpd15484_c0	cpd15484_c0	-5	C124H223N2O51P2	0	heptosyl-heptosyl-kdo2-lipidA_c0	-1840.48
cpd00010_e0	cpd00010_e0	-4	C21H32N7O16P3S	0	CoA_e0	-751.994
cpd00185_e0	cpd00185_e0	0	C5H10O5	0	D-Arabinose_e0	-180.06
cpd00185_c0	cpd00185_c0	0	C5H10O5	0	D-Arabinose_c0	-180.06
cpd00220_e0	cpd00220_e0	-1	C17H19N4O6	0	Riboflavin_e0	-110.72
cpd11543_c0	cpd11543_c0	-1	C28H51N2O8PRS	0	15-methyl-trans-hexa-dec-2-enoyl-ACP_c0	10000000
cpd02557_c0	cpd02557_c0	-2	C40H66O7P2	0	Farnesylfarnesylgeraniol_c0	-242.55
cpd15477_c0	cpd15477_c0	-11	C169H291N2O94P4	0	glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A_c0	-3452.38
cpd00028_e0	cpd00028_e0	-2	C34H30FeN4O4	0	Heme_e0	10000000
cpd00058_e0	cpd00058_e0	2	Cu	0	Cu2+_e0	10000000
cpd11506_c0	cpd11506_c0	-1	C22H39N2O8PRS	0	8-methyl-trans-dec-2-enoyl-ACP_c0	10000000
cpd03426_c0	cpd03426_c0	-8	C42H38N4O16	0	Sirohydrochlorin_c0	10000000
cpd11523_c0	cpd11523_c0	-1	C18H31N2O8PRS	0	5-methyl-trans-hex-2-enoyl-ACP_c0	10000000
cpd11524_c0	cpd11524_c0	-1	C18H33N2O8PRS	0	5-methyl-hexanoyl-ACP_c0	10000000
cpd11520_c0	cpd11520_c0	-2	C16H29N2O8PRS	0	isovaleryl-ACP_c0	10000000
cpd00038_e0	cpd00038_e0	-3	C10H13N5O14P3	0	GTP_e0	-724.3
cpd00030_e0	cpd00030_e0	2	Mn	0	Mn2+_e0	10000000
cpd11532_c0	cpd11532_c0	-1	C22H41N2O8PRS	0	9-methyl-decanoyl-ACP_c0	10000000
cpd11518_c0	cpd11518_c0	-1	C28H51N2O8PRS	0	14-methyl-trans-hexa-dec-2-enoyl-ACP_c0	10000000
cpd00117_c0	cpd00117_c0	0	C3H7NO2	0	D-Alanine_c0	-87.92
cpd02021_c0	cpd02021_c0	-5	C32H39N7O20P3S	0	Succinylbenzoyl-CoA_c0	-859.92
cpd03586_c0	cpd03586_c0	-6	C84H148N2O37P2	0	kdo2-lipid iva_c0	-1411.42
cpd11539_c0	cpd11539_c0	-1	C26H47N2O8PRS	0	13-methyl-trans-tetra-dec-2-enoyl-ACP_c0	10000000
cpd11540_c0	cpd11540_c0	-2	C26H49N2O8PRS	0	13-methyl-tetra-decanoyl-ACP_c0	10000000
cpd03448_c0	cpd03448_c0	0	C48H72O3	0	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone_c0	166.11
cpd15475_c0	cpd15475_c0	-11	C163H281N2O89P4	0	glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A_c0	-3293.9
cpd00731_c0	cpd00731_c0	0	C6H12N2O3	0	Ala-Ala_c0	-118.69
cpd00773_c0	cpd00773_c0	-3	C20H28N3O19P2	0	UDP-MurNAc_c0	-820.27
cpd00890_c0	cpd00890_c0	-3	C23H33N4O20P2	0	UDP-N-acetylmuramoyl-L-alanine_c0	-851.04
cpd03830_c0	cpd03830_c0	-2	C17H25N5O16P2	0	ADP-D-glycero-D-manno-heptose_c0	-659.05
cpd04918_c0	cpd04918_c0	-2	C7H13O10P	0	D-Glycero-D-manno-heptose7-phosphate_c0	-467.2
cpd03447_c0	cpd03447_c0	0	C47H70O3	0	2-Octaprenyl-6-methoxy-1,4-benzoquinone_c0	166.52
cpd15358_c0	cpd15358_c0	-1	C21H42O7P	0	2-octadecanoyl-sn-glycerol 3-phosphate_c0	-340.21
cpd03451_c0	cpd03451_c0	-2	C11H10O6	0	SHCHC_c0	-192.47
cpd02930_c0	cpd02930_c0	-2	C34H64NO12P	0	Lipid X_c0	-499.78
cpd03002_c0	cpd03002_c0	-2	C68H127N2O20P	0	Lipid A disaccharide_c0	-727.26
cpd03847_e0	cpd03847_e0	-1	C14H27O2	0	Myristic acid_e0	-67.31
cpd15672_c0	cpd15672_c0	-1	C20H40O7P	0	1-anteisoheptadecanoyl-sn-glycerol 3-phosphate_c0	-343.64
cpd11606_e0	cpd11606_e0	0	C46H64O2	0	Menaquinone 7_e0	177.97
cpd03587_c0	cpd03587_c0	-6	C110H196N2O39P2	0	kdo2-lipid a_c0	-1450.68
cpd03736_c0	cpd03736_c0	-6	C96H170N2O38P2	0	Lauroyl-KDO2-lipid IV(A)_c0	-1432.67
cpd11544_c0	cpd11544_c0	-2	C28H53N2O8PRS	0	15-methyl-hexa-decanoyl-ACP_c0	10000000
cpd11514_c0	cpd11514_c0	-1	C26H47N2O8PRS	0	12-methyl-trans-tetra-dec-2-enoyl-ACP_c0	10000000
cpd11515_c0	cpd11515_c0	-2	C26H49N2O8PRS	0	12-methyl-tetra-decanoyl-ACP_c0	10000000
cpd00182_e0	cpd00182_e0	0	C10H13N5O4	0	Adenosine_e0	-45.35
cpd00264_e0	cpd00264_e0	3	C7H22N3	0	Spermidine_e0	4.79
cpd01772_c0	cpd01772_c0	-2	C11H8O5	0	Succinylbenzoate_c0	-160.84
cpd02083_c0	cpd02083_c0	-4	C36H40N4O8	0	CoproporphyrinogenIII_c0	10000000
cpd00791_c0	cpd00791_c0	-2	C34H38N4O4	0	ProtoporphyrinogenIX_c0	10000000
cpd00906_c0	cpd00906_c0	-2	C30H50O7P2	0	all-trans-Hexaprenyl diphosphate_c0	-298.73
cpd00841_c0	cpd00841_c0	-3	C6H11O10P2	0	5-diphosphomevalonate_c0	-578.27
cpd00484_c0	cpd00484_c0	0	C7H6O2	0	p-Hydroxybenzaldehyde_c0	-39.83
cpd02043_c0	cpd02043_c0	-1	C8H7O4	0	(S)-4-Hydroxymandelate_c0	-127.4
cpd01476_c0	cpd01476_c0	-2	C34H32N4O4	0	Protoporphyrin_c0	10000000
cpd02120_c0	cpd02120_c0	-2	C7H5NO4	0	Dihydrodipicolinate_c0	-133.7
cpd00954_c0	cpd00954_c0	0	C7H9N5O2	0	6-hydroxymethyl dihydropterin_c0	-3.11
cpd00084_e0	cpd00084_e0	0	C3H7NO2S	0	L-Cysteine_e0	-83.394
cpd00443_c0	cpd00443_c0	-1	C7H6NO2	0	ABEE_c0	-48.99
cpd00683_c0	cpd00683_c0	-1	C14H13N6O3	0	Dihydropteroate_c0	-2.14
cpd00029_e0	cpd00029_e0	-1	C2H3O2	0	Acetate_e0	-88.29
