Variable index;Variable type;Variable ID;Variable name;Variable data;Upper bound;Lower bound;Max;Min
168;FLUX;rxn02161_c0;rxn02161_c0;cpd00002_c0 + cpd00642_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00831_c0;1000;-1000;0;0
169;FLUX;rxn00251_c0;rxn00251_c0;cpd00067_c0 + cpd00009_c0 + cpd00032_c0 <=> cpd00001_c0 + cpd00061_c0 + cpd00011_c0;1000;-1000;-0.160123;-996.274
170;FLUX;rxn04043_c0;rxn04043_c0;cpd00008_c0 + cpd00072_c0 <=> 2 cpd00067_c0 + cpd00018_c0 + cpd00290_c0;1000;-1000;-0.0482781;-0.482781
171;FLUX;rxn00139_c0;rxn00139_c0;cpd00067_c0 + cpd00012_c0 + cpd00018_c0 <= cpd00103_c0 + cpd00128_c0;0;-1000;0;-996.114
172;FLUX;rxn00790_c0;rxn00790_c0;cpd00067_c0 + cpd00012_c0 + cpd00023_c0 + cpd01982_c0 <= cpd00001_c0 + cpd00103_c0 + cpd00053_c0;0;-1000;-0.000157249;-0.00157249
173;FLUX;rxn08086_c0;rxn08086_c0;cpd00067_c0 + cpd15327_c0 + cpd15277_c0 => cpd11493_c0 + cpd15524_c0;1000;0;0;0
174;FLUX;rxn01146_c0;rxn01146_c0;cpd00009_c0 + cpd00184_c0 <=> cpd00509_c0 + cpd00151_c0;1000;-1000;0;0
175;FLUX;rxn05336_c0;rxn05336_c0;cpd00006_c0 + cpd11481_c0 <=> cpd00005_c0 + cpd11485_c0;1000;-1000;0;0
176;FLUX;rxn01484_c0;rxn01484_c0;cpd00001_c0 + cpd00293_c0 <=> cpd00029_c0 + cpd00288_c0;1000;-1000;-0.00508049;-0.0508049
177;FLUX;rxn04712_c0;rxn04712_c0;cpd00106_c0 + cpd09801_c0 => cpd09818_c0;1000;0;0;0
178;FLUX;rxn01124_c0;rxn01124_c0;cpd00003_c0 + cpd00176_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd02663_c0;1000;-1000;0;0
179;FLUX;rxn07584_c0;rxn07584_c0;cpd00002_c0 + cpd00541_c0 <=> cpd00012_c0 + cpd14955_c0;1000;-1000;0;0
180;FLUX;rxn00132_c0;rxn00132_c0;cpd00001_c0 + cpd00018_c0 => cpd00009_c0 + cpd00182_c0;1000;0;996.114;0
181;FLUX;rxn11724_c0;rxn11724_c0;cpd00001_c0 + cpd14887_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16301_c0;1000;-1000;0;0
182;FLUX;rxn04052_c0;rxn04052_c0;2 cpd00067_c0 + cpd08375_c0 <=> cpd03421_c0;1000;-1000;0;0
183;FLUX;rxn02819_c0;rxn02819_c0;cpd00017_c0 + cpd02787_c0 <=> cpd00067_c0 + cpd01736_c0 + cpd00019_c0;1000;-1000;0;0
184;FLUX;rxn00712_c0;rxn00712_c0;cpd00249_c0 + cpd00062_c0 <=> cpd00067_c0 + cpd00014_c0 + cpd00091_c0;1000;-1000;999.981;-1000
185;FLUX;rxn08815_c0;rxn08815_c0;cpd00001_c0 + cpd15323_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd01080_c0;1000;-1000;-0.00162223;-0.0162223
186;FLUX;rxn00126_c0;rxn00126_c0;cpd00002_c0 + cpd00060_c0 + cpd00001_c0 => cpd00067_c0 + cpd00009_c0 + cpd00017_c0 + cpd00012_c0;1000;0;0.0110074;0.00110074
187;FLUX;rxn01015_c0;rxn01015_c0;cpd00145_c0 <=> cpd00843_c0;1000;-1000;0;0
188;FLUX;rxn12844_c0;rxn12844_c0;cpd00001_c0 + cpd15603_c0 <=> cpd00033_c0 + cpd00084_c0;1000;-1000;0;0
189;FLUX;rxn10216_c0;rxn10216_c0;cpd11435_c0 + cpd15673_c0 => cpd00067_c0 + cpd00010_c0 + cpd15679_c0;1000;0;0;0
190;FLUX;rxn08798_c0;rxn08798_c0;cpd00001_c0 + cpd15330_c0 => 2 cpd00067_c0 + cpd00080_c0 + cpd15298_c0;1000;0;0;0
191;FLUX;rxn08821_c0;rxn08821_c0;cpd00001_c0 + cpd15354_c0 <=> 2 cpd00067_c0 + cpd15237_c0 + cpd00080_c0;1000;-1000;0;0
192;FLUX;rxn05340_c0;rxn05340_c0;cpd00006_c0 + cpd11480_c0 <=> cpd00005_c0 + cpd11489_c0;1000;-1000;0;0
193;FLUX;rxn00484_c0;rxn00484_c0;cpd00067_c0 + cpd00065_c0 => cpd00011_c0 + cpd00318_c0;1000;0;0;0
194;FLUX;rxn00405_c0;rxn00405_c0;cpd00067_c0 + cpd00051_c0 => cpd00011_c0 + cpd00152_c0;1000;0;0;0
195;FLUX;rxn01169_c0;rxn01169_c0;cpd00002_c0 + cpd00190_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00863_c0;1000;-1000;996.614;-999.506
196;FLUX;rxn12013_c0;rxn12013_c0;cpd14475_c0 + 2 cpd11849_c0 <=> cpd00001_c0 + cpd14474_c0 + cpd00057_c0;1000;-1000;0;0
197;FLUX;rxn07230_c0;rxn07230_c0;cpd00001_c0 + cpd13383_c0 <=> cpd00067_c0 + cpd00009_c0 + cpd12572_c0;1000;-1000;0;0
198;FLUX;rxn02379_c0;rxn02379_c0;cpd00862_c0 <=> cpd02340_c0;1000;-1000;0;0
199;FLUX;rxn00013_c0;rxn00013_c0;2 cpd00067_c0 + 2 cpd00089_c0 <=> cpd00027_c0 + cpd00499_c0;1000;-1000;0;0
200;FLUX;rxn02916_c0;rxn02916_c0;cpd02074_c0 => cpd00067_c0 + cpd00001_c0 + cpd00922_c0;1000;0;0;0
201;FLUX;rxn01133_c0;rxn01133_c0;cpd00022_c0 + cpd00179_c0 => cpd00010_c0 + cpd01441_c0;1000;0;0;0
202;FLUX;rxn12639_c0;rxn12639_c0;cpd00001_c0 + cpd11587_c0 <=> cpd00035_c0 + cpd00053_c0;1000;-1000;0;0
203;FLUX;rxn00875_c0;rxn00875_c0;cpd00029_c0 + cpd00120_c0 <=> cpd00022_c0 + cpd00211_c0;1000;-1000;0;0
204;FLUX;rxn00363_c0;rxn00363_c0;cpd00046_c0 + cpd00001_c0 => cpd00009_c0 + cpd00367_c0;1000;0;996.114;0
205;FLUX;rxn08128_c0;rxn08128_c0;cpd00179_c0 + cpd15495_c0 <=> cpd00027_c0 + cpd01329_c0;1000;-1000;1000;-1000
206;FLUX;rxn00705_c0;rxn00705_c0;2 cpd00067_c0 + 2 cpd00089_c0 <=> cpd00027_c0 + cpd00907_c0;1000;-1000;0;0
207;FLUX;rxn01670_c0;rxn01670_c0;cpd00001_c0 + cpd00355_c0 => cpd00009_c0 + cpd02016_c0;1000;0;0;0
208;FLUX;rxn12643_c0;rxn12643_c0;cpd00001_c0 + cpd11583_c0 => cpd00035_c0 + cpd00107_c0;1000;0;0;0
209;FLUX;rxn01706_c0;rxn01706_c0;cpd00367_c0 + cpd00358_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00978_c0;1000;-1000;1000;-1000
210;FLUX;rxn11703_c0;rxn11703_c0;cpd16335_c0 => cpd00020_c0 + cpd03451_c0;1000;0;0.00314498;0.000314498
211;FLUX;rxn01300_c0;rxn01300_c0;cpd00002_c0 + cpd00227_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00809_c0;1000;-1000;0;0
212;FLUX;rxn07899_c0;rxn07899_c0;cpd00003_c0 + cpd15182_c0 <=> cpd00011_c0 + cpd00004_c0 + cpd15176_c0;1000;-1000;0;0
213;FLUX;rxn00786_c0;rxn00786_c0;cpd00290_c0 <=> cpd00102_c0 + cpd00095_c0;1000;-1000;-0.0482781;-0.482781
214;FLUX;rxn03012_c0;rxn03012_c0;cpd02414_c0 => cpd00067_c0 + cpd00001_c0 + cpd02465_c0;1000;0;0;0
215;FLUX;rxn09197_c0;rxn09197_c0;2 cpd00067_c0 + cpd15552_c0 <=> cpd00011_c0 + cpd15528_c0;1000;-1000;0;0
216;FLUX;rxn01100_c0;rxn01100_c0;cpd00002_c0 + cpd00169_c0 <=> cpd00008_c0 + cpd00203_c0;1000;-1000;0;0
217;FLUX;rxn00838_c0;rxn00838_c0;cpd00041_c0 + cpd00114_c0 + cpd00038_c0 => 2 cpd00067_c0 + cpd00009_c0 + cpd02375_c0 + cpd00031_c0;1000;0;0.0733931;0.00733931
218;FLUX;rxn00102_c0;rxn00102_c0;cpd00067_c0 + cpd00242_c0 <=> cpd00001_c0 + cpd00011_c0;1000;-1000;0.0432595;0.00432595
219;FLUX;rxn00831_c0;rxn00831_c0;cpd00001_c0 + cpd00114_c0 => cpd00009_c0 + cpd00246_c0;1000;0;0;0
220;FLUX;rxn00748_c0;rxn00748_c0;cpd00095_c0 => cpd00009_c0 + cpd00428_c0;1000;0;3.32447;0.33234
221;FLUX;rxn01352_c0;rxn01352_c0;cpd00001_c0 + cpd00241_c0 <=> cpd00277_c0 + cpd00421_c0;1000;-1000;-0.000826444;-499.963
222;FLUX;rxn12634_c0;rxn12634_c0;cpd00001_c0 + cpd11592_c0 <=> cpd00033_c0 + cpd00023_c0;1000;-1000;0;0
223;FLUX;rxn01457_c0;rxn01457_c0;cpd00280_c0 <=> cpd00437_c0;1000;-1000;0;0
224;FLUX;rxn01255_c0;rxn01255_c0;cpd00932_c0 => cpd00009_c0 + cpd00216_c0;1000;0;0.17316;0.017316
225;FLUX;rxn01895_c0;rxn01895_c0;cpd00067_c0 + cpd00036_c0 + cpd00461_c0 <= cpd00001_c0 + cpd02731_c0;0;-1000;0;0
226;FLUX;rxn00527_c0;rxn00527_c0;cpd00024_c0 + cpd00069_c0 <=> cpd00023_c0 + cpd00868_c0;1000;-1000;-0.000157249;-0.00157249
227;FLUX;rxn08804_c0;rxn08804_c0;cpd00001_c0 + cpd15314_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd03847_c0;1000;-1000;0;0
228;FLUX;rxn00966_c0;rxn00966_c0;cpd00020_c0 + cpd00136_c0 <= cpd00216_c0;0;-1000;-0.00628562;-0.0628562
229;FLUX;rxn13782_c0;rxn13782_c0; => cpd17041_c0;1000;0;0.507834;0.0507834
230;FLUX;rxn01917_c0;rxn01917_c0;cpd00002_c0 + cpd00477_c0 <=> cpd00008_c0 + cpd02552_c0;1000;-1000;0;0
231;FLUX;rxn01951_c0;rxn01951_c0;cpd00002_c0 + cpd00492_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02612_c0;1000;-1000;0;0
232;FLUX;rxn10236_c0;rxn10236_c0;2 cpd00067_c0 + cpd15693_c0 <=> cpd00011_c0 + cpd15699_c0;1000;-1000;0;0
233;FLUX;rxn01509_c0;rxn01509_c0;cpd00002_c0 + cpd00067_c0 + cpd00296_c0 <=> cpd00008_c0 + cpd00295_c0;1000;-1000;0;-499.962
234;FLUX;rxn01748_c0;rxn01748_c0;cpd00001_c0 + cpd01092_c0 <=> cpd00388_c0;1000;-1000;-0.0158284;-0.16138
235;FLUX;rxn00173_c0;rxn00173_c0;cpd00009_c0 + cpd00022_c0 <=> cpd00010_c0 + cpd00196_c0;1000;-1000;-0.281949;-3.0567
236;FLUX;rxn01145_c0;rxn01145_c0;cpd00001_c0 + cpd00298_c0 => cpd00009_c0 + cpd00184_c0;1000;0;0;0
237;FLUX;rxn09201_c0;rxn09201_c0;2 cpd00067_c0 + cpd15556_c0 <=> cpd00011_c0 + cpd15532_c0;1000;-1000;0;0
238;FLUX;rxn05574_c0;rxn05574_c0;cpd00067_e0[e] + cpd00164_e0[e] <=> cpd00067_c0 + cpd00164_c0;1000;-1000;0;0
239;FLUX;rxn05202_c0;rxn05202_c0;cpd00067_e0[e] + cpd00309_e0[e] <=> cpd00067_c0 + cpd00309_c0;1000;-1000;0;-0.00319723
240;FLUX;rxn03035_c0;rxn03035_c0;cpd00001_c0 + cpd02513_c0 <=> 2 cpd00067_c0 + cpd00009_c0 + cpd02484_c0;1000;-1000;0;0
241;FLUX;rxn11721_c0;rxn11721_c0;cpd00001_c0 + cpd16344_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16341_c0;1000;-1000;0;0
242;FLUX;rxn09106_c0;rxn09106_c0;cpd00001_c0 + cpd15547_c0 => cpd00067_c0 + cpd00009_c0 + cpd15540_c0;1000;0;0;0
243;FLUX;rxn00187_c0;rxn00187_c0;cpd00002_c0 + cpd00023_c0 + cpd00013_c0 => cpd00067_c0 + cpd00009_c0 + cpd00008_c0 + cpd00053_c0;1000;0;996.364;0.249979
244;FLUX;rxn08850_c0;rxn08850_c0;cpd00001_c0 + cpd15348_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd01080_c0;1000;-1000;0;0
245;FLUX;rxn00772_c0;rxn00772_c0;cpd00002_c0 + cpd00105_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00101_c0;1000;-1000;0;0
246;FLUX;rxn09103_c0;rxn09103_c0;cpd00001_c0 + cpd15544_c0 => cpd00067_c0 + cpd00009_c0 + cpd15537_c0;1000;0;0;0
247;FLUX;rxn02229_c0;rxn02229_c0;cpd00706_c0 + cpd00081_c0 <=> cpd00020_c0 + cpd00268_c0;1000;-1000;0;0
248;FLUX;rxn08812_c0;rxn08812_c0;cpd00001_c0 + cpd15320_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd15298_c0;1000;-1000;0;0
249;FLUX;rxn05338_c0;rxn05338_c0;cpd00006_c0 + cpd11482_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd11487_c0;1000;-1000;0;0
250;FLUX;rxn00627_c0;rxn00627_c0;cpd00002_c0 + cpd00082_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00802_c0;1000;-1000;0;0
251;FLUX;rxn08085_c0;rxn08085_c0;cpd00067_c0 + cpd15330_c0 + cpd15294_c0 => cpd11493_c0 + cpd15523_c0;1000;0;0;0
252;FLUX;rxn10265_c0;rxn10265_c0;cpd00001_c0 + cpd15716_c0 => cpd00067_c0 + cpd00009_c0 + cpd15722_c0;1000;0;0.0162223;0.00162223
253;FLUX;rxn00915_c0;rxn00915_c0;cpd00067_c0 + cpd00012_c0 + cpd00126_c0 <= cpd00103_c0 + cpd00207_c0;0;-1000;-0.00766267;-0.15002
254;FLUX;rxn00373_c0;rxn00373_c0;cpd00067_c0 + cpd00180_c0 <=> cpd00011_c0 + cpd00047_c0;1000;-1000;0;0
255;FLUX;rxn01967_c0;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;1000;-1000;0;0
256;FLUX;rxn01290_c0;rxn01290_c0;cpd00003_c0 + cpd00417_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00224_c0;1000;-1000;1000;-1000
257;FLUX;rxn01515_c0;rxn01515_c0;cpd00367_c0 + cpd00357_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00297_c0;1000;-1000;1000;-1000
258;FLUX;rxn05337_c0;rxn05337_c0;cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0;1000;-1000;0;0
259;FLUX;rxn02182_c0;rxn02182_c0;cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0;1000;-1000;0;0
260;FLUX;rxn02811_c0;rxn02811_c0;cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0;1000;-1000;0;0
261;FLUX;rxn10258_c0;rxn10258_c0;cpd00002_c0 + cpd15706_c0 <=> cpd00008_c0 + cpd15682_c0;1000;-1000;0;0
262;FLUX;rxn00829_c0;rxn00829_c0;cpd00002_c0 + cpd00841_c0 => cpd00009_c0 + cpd00008_c0 + cpd00011_c0 + cpd00113_c0;1000;0;0;0
263;FLUX;rxn08847_c0;rxn08847_c0;cpd00001_c0 + cpd15345_c0 => cpd00067_c0 + cpd02090_c0 + cpd15298_c0;1000;0;0;0
264;FLUX;rxn00572_c0;rxn00572_c0;cpd00001_c0 + cpd00075_c0 + cpd00006_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00209_c0;1000;-1000;0.265617;0
265;FLUX;rxn00670_c0;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd01844_c0;1000;-1000;0;0
266;FLUX;rxn01544_c0;rxn01544_c0;cpd00067_c0 + cpd00012_c0 + cpd00497_c0 <= cpd00309_c0 + cpd00103_c0;0;-1000;0;-0.0733931
267;FLUX;rxn11719_c0;rxn11719_c0;cpd00001_c0 + cpd16343_c0 <=> cpd00067_c0 + cpd00010_c0 + cpd05196_c0;1000;-1000;0;0
268;FLUX;rxn00711_c0;rxn00711_c0;cpd00067_c0 + cpd00012_c0 + cpd00091_c0 <= cpd00092_c0 + cpd00103_c0;0;-1000;0;-999.947
269;FLUX;rxn08299_c0;rxn08299_c0;cpd00002_c0 + cpd15311_c0 <=> cpd00008_c0 + cpd15526_c0;1000;-1000;0;0
270;FLUX;rxn00795_c0;rxn00795_c0;cpd00001_c0 + cpd03293_c0 <=> cpd00104_c0 + cpd00039_c0;1000;-1000;0;0
271;FLUX;rxn10215_c0;rxn10215_c0;cpd15672_c0 + cpd11434_c0 => cpd00067_c0 + cpd00010_c0 + cpd15678_c0;1000;0;0.0216298;0.00216298
272;FLUX;rxn02402_c0;rxn02402_c0;cpd00011_c0 + cpd00012_c0 + cpd00873_c0 <= cpd00067_c0 + cpd00103_c0 + cpd02333_c0;0;-1000;-0.000314498;-0.00314498
273;FLUX;rxn00010_c0;rxn00010_c0;cpd00067_c0 + 2 cpd00040_c0 => cpd00011_c0 + cpd00843_c0;1000;0;0;0
274;FLUX;rxn05673_c0;rxn05673_c0;cpd00067_e0[e] + cpd00280_e0[e] <=> cpd00067_c0 + cpd00280_c0;1000;-1000;0;0
275;FLUX;rxn12845_c0;rxn12845_c0;cpd00001_c0 + cpd15604_c0 <=> cpd00033_c0 + cpd00107_c0;1000;-1000;0;0
276;FLUX;rxn08820_c0;rxn08820_c0;cpd00001_c0 + cpd15355_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd00214_c0;1000;-1000;0;0
277;FLUX;rxn08126_c0;rxn08126_c0;cpd00179_c0 + cpd01262_c0 <=> cpd00027_c0 + cpd01399_c0;1000;-1000;0;0
278;FLUX;rxn00497_c0;rxn00497_c0;cpd00067_c0 + cpd00066_c0 => cpd00011_c0 + cpd03161_c0;1000;0;0;0
279;FLUX;rxn00137_c0;rxn00137_c0;cpd00001_c0 + cpd00045_c0 => cpd00009_c0 + cpd00018_c0;1000;0;0;0
280;FLUX;rxn00611_c0;rxn00611_c0;cpd00003_c0 + cpd00080_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00095_c0;1000;-1000;-0.00973339;-0.0973339
281;FLUX;rxn12640_c0;rxn12640_c0;cpd00001_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;1000;-1000;0;0
282;FLUX;rxn08438_c0;rxn08438_c0;cpd00001_c0 + cpd11470_c0 <=> cpd00067_c0 + cpd11493_c0 + cpd03846_c0;1000;-1000;0;0
283;FLUX;rxn04938_c0;rxn04938_c0;cpd00006_c0 + cpd09879_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00759_c0;1000;-1000;0;0
284;FLUX;rxn02411_c0;rxn02411_c0;cpd02599_c0 => cpd00013_c0 + cpd02361_c0;1000;0;0;0
285;FLUX;rxn00650_c0;rxn00650_c0;cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0;1000;-1000;-0.000157249;-0.00157249
286;FLUX;rxn03167_c0;rxn03167_c0;3 cpd00001_c0 + cpd02978_c0 => 3 cpd00067_c0 + 3 cpd00009_c0 + cpd02961_c0;1000;0;0.00471748;0.000471748
287;FLUX;rxn04604_c0;rxn04604_c0;cpd00001_c0 + cpd09255_c0 => cpd00067_c0 + cpd00106_c0 + cpd00461_c0;1000;0;0;0
288;FLUX;rxn02843_c0;rxn02843_c0;cpd00070_c0 + cpd01801_c0 <=> cpd00010_c0 + cpd02583_c0;1000;-1000;0;0
289;FLUX;rxn08846_c0;rxn08846_c0;cpd00001_c0 + cpd15344_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd03847_c0;1000;-1000;0;0
290;FLUX;rxn10235_c0;rxn10235_c0;2 cpd00067_c0 + cpd15692_c0 <=> cpd00011_c0 + cpd15698_c0;1000;-1000;0;0
291;FLUX;rxn12633_c0;rxn12633_c0;cpd00001_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;1000;-1000;0;0
292;FLUX;rxn00552_c0;rxn00552_c0;cpd00001_c0 + cpd00288_c0 => cpd00013_c0 + cpd00072_c0;1000;0;996.114;0
293;FLUX;rxn04278_c0;rxn04278_c0;cpd00001_c0 + cpd08746_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd08747_c0;1000;-1000;0;0
294;FLUX;rxn10160_c0;rxn10160_c0;cpd00067_e0[e] + cpd00653_e0[e] <=> cpd00067_c0 + cpd00653_c0;1000;-1000;0;0
295;FLUX;rxn00775_c0;rxn00775_c0;cpd00001_c0 + cpd00251_c0 => 2 cpd00067_c0 + cpd00018_c0 + cpd00101_c0;1000;0;0;0
296;FLUX;rxn10571_c0;rxn10571_c0;cpd00002_c0 + cpd00001_c0 + cpd00254_e0[e] => cpd00067_c0 + cpd00009_c0 + cpd00008_c0 + cpd00254_c0;1000;0;996.114;0
297;FLUX;rxn11040_c0;rxn11040_c0;cpd00003_c0 + cpd00284_c0 <=> cpd00011_c0 + cpd00004_c0 + cpd00171_c0;1000;-1000;2.53224;-999.771
298;FLUX;rxn03842_c0;rxn03842_c0;cpd00001_c0 + cpd01419_c0 <=> cpd00013_c0 + cpd00465_c0;1000;-1000;-0.0158284;-0.16138
299;FLUX;rxn08803_c0;rxn08803_c0;cpd00001_c0 + cpd15313_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0;1000;-1000;0;0
300;FLUX;rxn01053_c0;rxn01053_c0;cpd00001_c0 + cpd00003_c0 + cpd00334_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd00159_c0;1000;-1000;2.98497;0.298368
301;FLUX;rxn07879_c0;rxn07879_c0;cpd02849_c0 <=> cpd00029_c0 + cpd15170_c0;1000;-1000;0;0
302;FLUX;rxn06062_c0;rxn06062_c0;cpd00001_c0 + cpd12064_c0 <=> cpd00067_c0 + cpd00266_c0 + cpd00049_c0;1000;-1000;0;0
303;FLUX;rxn03422_c0;rxn03422_c0;cpd00001_c0 + cpd00003_c0 + cpd03526_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd03525_c0;1000;-1000;-0.0125281;-0.125281
304;FLUX;rxn08089_c0;rxn08089_c0;cpd00067_c0 + cpd15328_c0 + cpd11825_c0 => cpd11493_c0 + cpd15527_c0;1000;0;0;0
305;FLUX;rxn01814_c0;rxn01814_c0;3 cpd00067_c0 + 3 cpd00070_c0 + cpd00422_c0 <=> 4 cpd00010_c0 + 4 cpd00011_c0 + cpd01203_c0;1000;-1000;0;0
306;FLUX;rxn10269_c0;rxn10269_c0;cpd00001_c0 + cpd15720_c0 => cpd00067_c0 + cpd00009_c0 + cpd15726_c0;1000;0;0;0
307;FLUX;rxn02508_c0;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;1000;-1000;0.00755587;0.000755587
308;FLUX;rxn00428_c0;rxn00428_c0;cpd00001_c0 + cpd01530_c0 <=> 2 cpd00067_c0 + cpd00055_c0 + 2 cpd00099_c0;1000;-1000;0;0
309;FLUX;rxn10253_c0;rxn10253_c0;cpd00002_c0 + cpd15701_c0 <=> cpd00008_c0 + cpd15677_c0;1000;-1000;0;0
310;FLUX;rxn02792_c0;rxn02792_c0;cpd00067_c0 + cpd00023_c0 + cpd01651_c0 => cpd00001_c0 + cpd00011_c0 + cpd03646_c0;1000;0;0;0
311;FLUX;rxn00469_c0;rxn00469_c0;cpd00001_c0 + cpd00342_c0 <=> cpd00029_c0 + cpd00064_c0;1000;-1000;0;0
312;FLUX;rxn10266_c0;rxn10266_c0;cpd00001_c0 + cpd15717_c0 => cpd00067_c0 + cpd00009_c0 + cpd15723_c0;1000;0;0.0162223;0.00162223
313;FLUX;rxn02795_c0;rxn02795_c0;cpd00001_c0 + cpd03247_c0 <=> cpd00033_c0 + cpd01663_c0;1000;-1000;0;0
314;FLUX;rxn02939_c0;rxn02939_c0;cpd00003_c0 + cpd02147_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd03606_c0;1000;-1000;0;0
315;FLUX;rxn09200_c0;rxn09200_c0;2 cpd00067_c0 + cpd15555_c0 <=> cpd00011_c0 + cpd15531_c0;1000;-1000;0;0
316;FLUX;rxn11722_c0;rxn11722_c0;cpd00001_c0 + cpd16345_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd05231_c0;1000;-1000;0;0
317;FLUX;rxn01025_c0;rxn01025_c0;cpd00067_c0 + cpd00001_c0 + cpd01587_c0 => cpd00013_c0 + cpd00151_c0;1000;0;0;0
318;FLUX;rxn08851_c0;rxn08851_c0;cpd00001_c0 + cpd15349_c0 <=> cpd00067_c0 + cpd15269_c0 + cpd02090_c0;1000;-1000;0;0
319;FLUX;rxn09102_c0;rxn09102_c0;cpd00001_c0 + cpd15543_c0 => cpd00067_c0 + cpd00009_c0 + cpd15536_c0;1000;0;0;0
320;FLUX;rxn01754_c0;rxn01754_c0;cpd00002_c0 + cpd00392_c0 <=> cpd00008_c0 + cpd02203_c0;1000;-1000;0;0
321;FLUX;rxn01390_c0;rxn01390_c0;cpd00002_c0 + cpd00261_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd03861_c0;1000;-1000;0;0
322;FLUX;rxn02475_c0;rxn02475_c0;cpd00067_c0 + cpd00001_c0 + cpd00957_c0 => cpd00013_c0 + cpd00931_c0;1000;0;0.00314498;0.000314498
323;FLUX;rxn00575_c0;rxn00575_c0;cpd00001_c0 + cpd00076_c0 => cpd00027_c0 + cpd00082_c0;1000;0;0;0
324;FLUX;rxn05339_c0;rxn05339_c0;cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0;1000;-1000;0;0
325;FLUX;rxn02614_c0;rxn02614_c0;cpd00026_c0 + cpd01172_c0 <=> cpd00014_c0 + cpd02518_c0;1000;-1000;0;0
326;FLUX;rxn06252_c0;rxn06252_c0;cpd00003_c0 + cpd11734_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd11854_c0;1000;-1000;1000;-1000
327;FLUX;rxn04132_c0;rxn04132_c0;cpd00001_c0 + cpd08625_c0 => cpd00067_c0 + cpd00011_c0 + cpd01567_c0;1000;0;0;0
328;FLUX;rxn08813_c0;rxn08813_c0;cpd00001_c0 + cpd15321_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd02090_c0;1000;-1000;0;0
329;FLUX;rxn05602_c0;rxn05602_c0;cpd00067_e0[e] + cpd00159_e0[e] <=> cpd00067_c0 + cpd00159_c0;1000;-1000;-0.298299;-2.98428
330;FLUX;rxn00124_c0;rxn00124_c0;cpd00002_c0 + cpd00215_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00016_c0;1000;-1000;-0.00254025;-0.0254025
331;FLUX;rxn10219_c0;rxn10219_c0;cpd15676_c0 + cpd11441_c0 => cpd00067_c0 + cpd00010_c0 + cpd15682_c0;1000;0;0;0
332;FLUX;rxn11801_c0;rxn11801_c0;cpd00001_c0 + cpd16448_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16347_c0;1000;-1000;0;0
333;FLUX;rxn01439_c0;rxn01439_c0;cpd00002_c0 + cpd00276_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00288_c0;1000;-1000;0;0
334;FLUX;rxn01476_c0;rxn01476_c0;cpd00001_c0 + cpd00911_c0 => cpd00067_c0 + cpd00284_c0;1000;0;4.93653;0.493649
